"","tweet","existence","existence.confidence","binary"
"1599","someone should try a tax cuts ignore climate change approach to economic growth history says it can t fail","N",1,1
"1600","pretty awesome min breakdown of climate change","Y",1,0
"1601","giant glacier fall in peru causes example why climate change is real","Y",1,0
"1602","cows absolved of causing global warming with nitrous oxide key ag","Y",0.6871,0
"1603","global warming doomsday called off climate change","N",1,1
"1604","industrial animal farming on farmers think animals jolly time impact on climate change","N",0.6661,1
"1605","made me laugh my ice cream is melting faster than i can eat it stupid global warming","Y",0.6359,0
"1606","creates its own global warming by altering data climate change","N",0.5286,1
"1607","global warming hysteria jam it n","N",0.65,1
"1608","global warming hysteria jam","Y",0.4248,0
"1609","finally seems ready to get tough on a climate change bill","Y",1,0
"1610","state climate bill efficiency will count toward renewable mandate a scaled back global warming bill would enable","Y",1,0
"1611","here are the e mails prima fascia evidence of a global warming lie climate change","N",0.3518,1
"1612","oh the humanity global warming is destroying climate change","Y",0.6627,0
"1613","oh the humanity global warming is destroying climate change","Y",1,0
"1614","for climate indoctrination global warming climate change","N",0.6631,1
"1615","wisconsin s scaled back global warming bill unveiled a revised state clean energy and global warming bill","Y",1,0
"1616","worlds greenest celebrity limos pilots mansions oh my global warming climate change green","Y",0.6499,0
"1617","green fact did you know that skeptics and advocates both agree there has been no global warming since climate change","N",1,1
"1618","changing facts guess they thought you notice global warming climate change","N",0.6819,1
"1619","death by cafe standards green logic killing people to save them global warming climate change","N",0.4889,1
"1620","changing facts guess they thought you notice global warming climate change","Y",0.6594,0
"1621","morales opens climate change conference","Y",0.653,0
"1622","puts a mafia style hit on sound science global warming climate change","N",0.7126,1
"1623","changing facts guess they thought you notice global warming climate change","Y",0.674,0
"1624","worlds greenest celebrity limos pilots mansions oh my global warming climate change green","Y",0.655,0
"1625","green stars join politicians at bolivia s cool global warming summit ad","Y",0.6943,0
"1626","david from buffets mid american on coal and climate change is an shame on them","N",0.5088,1
"1627","and his just picking and trying to push climate change bill hurry hurry we are melting add more slush ok daddy","Y",0.5127,0
"1628","don called safety as silly as global warming","N",0.6615,1
"1629","high school teacher spreads the word on climate change","Y",0.6468,0
"1630","benefits of the car lower greenhouse gas emissions impacting climate change lower levels of being pumped into the air","Y",1,0
"1631","i can feel the effect of global warming now i m suffering from the heat","Y",1,0
"1632","more than think global warming a scam are these meteorologists or just pretty map pointers","N",0.4903,1
"1633","all of the major issues security global warming job creation all come down to and r d","Y",0.6864,0
"1634","how the world can move forward in climate change negotiations","Y",1,0
"1635","organic agriculture a guide to climate change and food security node","Y",1,0
"1636","listing people who want to take over schools he forgot climate change deniers and though","Y",0.6262,0
"1637","kayak","Y",1,0
"1638","fancy working on the s coolest climate change campaign we got some internships waiting to be filled","Y",0.6795,0
"1639","i hate global warming","Y",1,0
"1640","last few days climate change had shown its full impact on most part of india its now high time we two legged animals should behave sensibly","Y",1,0
"1641","according to the news it would be degrees celsius less than the average year from tomorrow i can t keep up with the climate change","Y",0.4857,0
"1642","study cooling of over past years global warming climate change","Y",0.5277,0
"1643","science disproves global warming alarmist claims for glaciers in glacier national park climate change","Y",0.6702,0
"1644","i hate all the rubbish about climate change wish someone could just sort it out too much talk not enough action","N",0.3711,1
"1645","global warming kill us slowly","Y",1,0
"1646","what a hot humid summer we r running through please minimise the effects of global warming get us rid from abnormal weather change","Y",1,0
"1647","super structures to withstand global climate change","Y",1,0
"1648","global warming at point of no a new study suggests","Y",0.646,0
"1649","out there is that the impact of global warming let s go green","Y",0.6702,0
"1650","may help sue al gore for fraud","N",0.6648,1
"1651","india s documentary on climate change wins international award","Y",0.7968,0
"1652","global warming will kill the united nations global warming will kill the united nations","Y",1,0
"1653","more rounds of climate change talks to be hosted by un before summit in mexico un news","Y",0.6573,0
"1654","point taken words we choose mean everything support actions that buffer and reduce the impacts of climate change","Y",1,0
"1655","cow rectum","N",0.6648,1
"1656","coal calls mine safety as silly as global warming west virginia","N",0.6778,1
"1657","tolerant left deny climate change and you d be guilty of a crime against peace","Y",1,0
"1658","will global warming make iceland s volcanoes angry","Y",0.6738,0
"1659","is getting hotter and hotter thank you global warming sponsored by americans","Y",1,0
"1660","must see places if global warming predictions prove to be true the","Y",1,0
"1661","its amazing how now wants to be all green took consideration the negative possibilities of lets say global warming d","N",0.6447,1
